provider,dataProvider,title,collection,description,creator,publisher,contributor,type,identifier,language,temporal,spatial,subject,date,extent,format,standardizedRights,relation,isShownAt,preview,count
Digital Commonwealth,The Medford Historical Society & Museum,1.0,1.0,1.0,0.018867924528301886,0.0,0.0,1.0,1.0,0.0,0.0,0.4393530997304582,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,742
Digital Library of Tennessee,Alabama Dept Archives and History,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Digital Library of Tennessee,"Frank H. McClung Museum, University of Tennessee",1.0,1.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,6
Digital Maryland,"Brunswick Public Library, Frederick County Public Libraries",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9989795918367347,1.0,0.0,1.0,1.0,980
Empire State Digital Network,Crandall Public Library,1.0,1.0,0.9857142857142858,0.5166666666666667,0.25476190476190474,0.011904761904761904,0.9523809523809523,1.0,0.6571428571428571,0.0,0.888095238095238,0.9833333333333333,0.4095238095238095,0.17142857142857143,0.9976190476190476,0.20476190476190476,0.0,1.0,1.0,420
Empire State Digital Network,New York State Library,0.9999590611353711,1.0,0.39087063318777293,0.6048034934497817,0.3859306768558952,0.04606986899563319,0.9845114628820961,1.0,0.970414847161572,0.0,0.0,0.5759552401746725,0.5243313318777293,0.0064956331877729255,0.019964519650655023,0.0,1.0,1.0,1.0,73280
Indiana Memory,Emmerich Manual High School,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,34
Indiana Memory,Hendricks County Historical Museum,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8688524590163934,0.0,0.0,1.0,1.0,61
Indiana Memory,Private collection,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1
Minnesota Digital Library,Amherst H. Wilder Foundation,1.0,1.0,1.0,0.6046511627906976,0.0,0.11627906976744186,1.0,0.0,0.5813953488372093,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,43
Minnesota Digital Library,Robbinsdale Historical Society,1.0,1.0,1.0,0.02912621359223301,0.0,0.17475728155339806,1.0,0.0,0.0,0.0,0.0,1.0,0.9902912621359223,0.0,1.0,0.0,1.0,1.0,1.0,103
Missouri Hub,Federal Emergency Management Agency through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Recollection Wisconsin,Ashland Historical Society Museum,1.0,0.11494252873563218,1.0,0.011494252873563218,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,87
South Carolina Digital Library,"Belle W. Baruch Foundation, www.hobcawbarony.org",1.0,1.0,1.0,0.16978922716627634,0.0,0.06206088992974239,1.0,0.0,1.0,0.0,1.0,1.0,0.382903981264637,0.0,1.0,0.0,1.0,1.0,1.0,854
South Carolina Digital Library,"Charleston Museum, South Carolina",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2
The New York Public Library,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection. The New York Public Library",0.9990950496231031,1.0,0.1765150460430796,0.23931462439587103,0.06688677181328188,0.09357783567692277,0.997533761610215,9.944509636229837E-6,0.008522444758248971,0.011983134111656954,0.062163129736072714,0.8482070049125877,0.3970544362457487,0.07724895085423338,0.9466178722727182,0.9987768253147438,1.0,1.0,1.0,100558
The Portal to Texas History,Burnet County Historical Commission,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3125,0.0,1.0,1.0,0.125,0.0,1.0,0.0,0.0,1.0,1.0,16
The Portal to Texas History,El Paso County Historical Society,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8333333333333334,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6
The Portal to Texas History,Sam Rayburn House Museum,1.0,1.0,1.0,0.33542976939203356,0.13417190775681342,0.031446540880503145,1.0,1.0,0.8301886792452831,0.0,0.9958071278825996,1.0,0.4716981132075472,0.0,1.0,0.0,0.0,1.0,1.0,477
The Portal to Texas History,The Old Jail Art Center,1.0,1.0,1.0,0.5245530663045938,0.8908501169193633,0.00528022931281587,1.0,1.0,1.0,0.0,1.0,1.0,0.999924568152674,0.0,1.0,0.0,0.0,1.0,1.0,13257
The Portal to Texas History,University of Houston Libraries' Special Collections,1.0,1.0,1.0,0.9123711340206185,0.0,0.0,1.0,1.0,1.0,0.0,0.5515463917525774,1.0,0.979381443298969,0.0,1.0,0.0,0.0,1.0,1.0,194
Biodiversity Heritage Library,"Joseph Palmer Knapp Library, UNC School of Government (archive.org)",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Biodiversity Heritage Library,Saint Mary's College of California (archive.org),1.0,0.09090909090909091,0.36363636363636365,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09090909090909091,1.0,0.9090909090909091,0.0,1.0,0.0,0.09090909090909091,1.0,1.0,11
Biodiversity Heritage Library,"University of California, Davis Libraries (archive.org)",1.0,0.9625468164794008,0.9887640449438202,0.9438202247191011,0.9850187265917603,0.50187265917603,1.0,1.0,1.0,0.003745318352059925,0.40823970037453183,1.0,0.9962546816479401,0.0,1.0,0.0,0.9625468164794008,1.0,1.0,267
Biodiversity Heritage Library,Virginia Native Plant Society,1.0,0.0,1.0,0.5263157894736842,1.0,0.47368421052631576,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,19
California Digital Library,"San José State University, Special Collections and Archives",1.0,1.0,0.976421052631579,0.9059649122807018,0.03635087719298245,0.064,1.0,1.0,0.783438596491228,0.02049122807017544,0.8931929824561403,0.999438596491228,0.9983157894736842,0.9518596491228071,0.7371228070175438,0.0,0.7738947368421053,1.0,1.0,7125
Digital Commonwealth,"The Lesbian, Gay, Bisexual & Transgender Community Center",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7
Digital Commonwealth,Thomas Crane Public Library,1.0,1.0,1.0,0.9262941378128214,0.04628042509427494,0.0,1.0,1.0,0.0,0.0,0.9657182036338704,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5834
Digital Commonwealth,U.S. Army Natick Soldier Systems Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9997877308427086,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14133
Digital Library of Tennessee,University of Tennessee at Chattanooga,1.0,1.0,1.0,0.7851479915433404,1.0,0.0800739957716702,1.0,1.0,0.0,0.0,0.9997357293868921,1.0,0.8900634249471459,0.9772727272727273,0.9994714587737844,1.0,0.0,1.0,1.0,3784
Empire State Digital Network,Haverstraw King's Daughters Public Library,1.0,1.0,1.0,0.2420091324200913,0.0,0.0,1.0,0.7351598173515982,0.0045662100456621,0.0,0.9680365296803652,1.0,0.8767123287671232,0.9452054794520548,1.0,0.0,1.0,1.0,1.0,219
Minnesota Digital Library,"Minnesota Historical Society",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Minnesota Digital Library,"Striegel Archives, Southwest Minnesota State University",1.0,1.0,1.0,0.7727272727272727,0.0,0.22727272727272727,1.0,0.0,0.8787878787878788,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,66
Mountain West Digital Library,Utah Territorial Statehouse State Park Museum,1.0,1.0,0.9590163934426229,0.44364754098360654,0.0,0.0,0.9918032786885246,1.0,0.9887295081967213,0.0,0.8350409836065574,0.9692622950819673,0.9590163934426229,0.9959016393442623,0.0,0.0,0.9067622950819673,1.0,1.0,976
National Archives and Records Administration,Franklin D. Roosevelt LibraryFranklin D. Roosevelt Library,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,3
North Carolina Digital Heritage Center,American Society of Furniture Designers,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.76,0.9866666666666667,0.8,0.0,0.9866666666666667,0.08,0.0,1.0,1.0,75
Recollection Wisconsin,Stephenson Public Library,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4
South Carolina Digital Library,Charleston Library Society,1.0,1.0,0.25,0.9375,0.0,0.90625,1.0,0.0,0.96875,0.0,0.84375,0.15625,0.96875,0.0,0.96875,0.0,0.03125,1.0,1.0,32
South Carolina Digital Library,Charleston Southern University,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,12
South Carolina Digital Library,Colleton County Memorial Library,1.0,1.0,1.0,0.3225806451612903,0.0,0.3225806451612903,1.0,0.0,1.0,0.0,0.06451612903225806,1.0,0.8064516129032258,0.0,1.0,0.0,0.0,1.0,1.0,31
South Carolina Digital Library,"Trinity Episcopal Cathedral, Columbia, S.C",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,13
The Portal to Texas History,Private Collection of the Sutherlin Family,1.0,1.0,1.0,0.6308724832214765,0.010067114093959731,0.06711409395973154,1.0,1.0,0.8825503355704698,0.0,0.5973154362416108,1.0,0.29194630872483224,0.0,1.0,0.0,0.0,1.0,1.0,298
The Portal to Texas History,Red River County Public Library,1.0,1.0,1.0,0.45390206579954095,0.9736036725325172,0.0225707727620505,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5228
Biodiversity Heritage Library,Harold B. Lee Library (archive.org),1.0,0.3705357142857143,0.48660714285714285,0.8839285714285714,0.9508928571428571,0.5669642857142857,1.0,1.0,0.9776785714285714,0.0625,0.7276785714285714,0.9776785714285714,0.9107142857142857,0.0,1.0,0.0,0.4330357142857143,1.0,1.0,224
Digital Commonwealth,Arnold Arboretum Horticultural Library,1.0,1.0,0.9751098096632503,0.9355783308931186,0.004392386530014641,0.016105417276720352,1.0,1.0,0.0,0.0,0.9150805270863837,0.9824304538799414,0.9985358711566618,1.0,1.0,0.0,1.0,1.0,1.0,683
Digital Commonwealth,Westfield Athenaeum,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,19
Digital Library of Georgia,"Georgia State College (Atlanta, Ga.)",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9929078014184397,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,141
Digital Library of Georgia,James Branch Cabell Library. Special Collections and Archives,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9959183673469387,0.0,0.9959183673469387,1.0,1.0,490
Digital Library of Georgia,Roddenbery Memorial Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,296
Digital Library of Tennessee,Angelo & Jennette Volpe Library & Media Center,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9583333333333334,1.0,0.5972222222222222,0.0,0.0,1.0,0.0,1.0,1.0,72
Digital Library of Tennessee,University of the South,1.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,6
Empire State Digital Network,American Jewish Joint Distribution Committee Archives,1.0,1.0,0.984375,0.0,0.0,0.359375,1.0,1.0,0.0,0.984375,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,64
Illinois Digital Heritage Hub,Illinois Mathematics and Science Academy,1.0,1.0,0.21348314606741572,0.9325842696629213,0.0,0.9550561797752809,1.0,0.0,0.8426966292134831,0.0,0.0,0.6292134831460674,0.550561797752809,0.0,0.8089887640449438,0.0,0.0,1.0,1.0,89
Kentucky Digital Library,Lexington Public Library,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9188381033746262,0.08030756087142248,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2341
National Archives and Records Administration,National Archives at Atlanta,1.0,1.0,0.40299264519401473,0.9974638600050723,0.0,2.53613999492772E-4,1.0,1.0,2.53613999492772E-4,0.0,0.36799391326401215,0.05909206188181588,0.7610956124778088,0.001014455997971088,1.0,0.0,1.0,1.0,0.27111336545777326,3943
North Carolina Digital Heritage Center,Johnston County Heritage Center,1.0,1.0,1.0,0.9902912621359223,0.05339805825242718,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9902912621359223,0.0,1.0,1.0,206
Recollection Wisconsin,Stone Lake Area Historical Society,1.0,1.0,1.0,0.15625,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.34375,0.0,0.0,0.0,0.0,1.0,1.0,256
South Carolina Digital Library,"University of South Carolina, Thomas Cooper Library",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6
The New York Public Library,The New York Public Library,1.0,1.0,0.11353711790393013,0.04104803493449782,0.01921397379912664,0.008733624454148471,0.33624454148471616,0.0026200873362445414,0.008733624454148471,0.0,0.022707423580786028,0.04890829694323144,0.33799126637554583,0.021834061135371178,0.31965065502183404,0.9982532751091703,1.0,1.0,1.0,1145
The Portal to Texas History,Fort Bend County Libraries,1.0,1.0,1.0,0.24054982817869416,0.0,0.01718213058419244,1.0,1.0,0.0,0.0,1.0,1.0,0.28865979381443296,0.0,1.0,0.0,0.0,1.0,1.0,582
Big Sky Country Digital Network,Yellowstone National Park Heritage & Research Center,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4
Biodiversity Heritage Library,"Philadelphia Museum of Art, Library (archive.org)",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
California Digital Library,San Mateo Public Library,1.0,1.0,0.9956896551724138,0.9827586206896551,0.9956896551724138,0.0,1.0,1.0,0.1853448275862069,0.0,0.9956896551724138,1.0,0.875,0.0,0.9956896551724138,0.0,0.0,1.0,1.0,232
Digital Commonwealth,First Parish in Brookline,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
Digital Commonwealth,Greenfield Public Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10
Digital Commonwealth,WBEZ,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9902912621359223,1.0,1.0,0.0,1.0,1.0,1.0,103
Digital Library of Tennessee,Mabry-Hazen House,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.6,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.0,1.0,1.0,5
Empire State Digital Network,Historic Red Hook,1.0,1.0,0.99581589958159,0.7447698744769874,0.11715481171548117,0.016736401673640166,1.0,1.0,0.11715481171548117,0.0,0.8451882845188284,0.99581589958159,0.5983263598326359,0.4602510460251046,1.0,1.0,0.0,1.0,1.0,239
Empire State Digital Network,The College of Saint Rose,1.0,1.0,1.0,0.11965811965811966,0.7891737891737892,0.08831908831908832,1.0,1.0,0.32763532763532766,0.0,0.09971509971509972,0.8945868945868946,0.2535612535612536,0.0,1.0,1.0,0.0,1.0,1.0,351
Illinois Digital Heritage Hub,University of Illinois at Chicago,1.0,1.0,0.9149761433347399,0.9087766561718978,0.0,0.0280112954006946,0.9976143334739849,0.0,0.15308838326463048,0.0,0.8738355675289688,0.3530948748742251,0.9580804310428771,0.8264305884644098,0.9578369956830797,0.17671784218897074,0.0032458047972994905,1.0,1.0,61618
Indiana Memory,"Moore, Normajo Ramsey",1.0,1.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5
Indiana Memory,Nisenbaum,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Minnesota Digital Library,Locally Grown Northfield,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9948186528497409,1.0,1.0,193
North Carolina Digital Heritage Center,Chatham County Public Library,1.0,1.0,1.0,0.9615384615384616,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,26
North Carolina Digital Heritage Center,"The Grand Lodge of Ancient, Free and Accepted Masons of North Carolina",1.0,1.0,1.0,0.4446564885496183,0.13931297709923665,1.0,0.9618320610687023,1.0,0.9141221374045801,0.0,0.9408396946564885,1.0,0.9866412213740458,0.0,0.9694656488549618,0.05343511450381679,0.0,1.0,1.0,524
North Carolina Digital Heritage Center,Wake County Public Libraries,1.0,1.0,1.0,0.3116279069767442,0.0,1.0,1.0,1.0,0.8744186046511628,0.0,1.0,0.48372093023255813,0.9395348837209302,0.0,1.0,0.2930232558139535,0.0,1.0,1.0,215
South Carolina Digital Library,Erskine College,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20
South Carolina Digital Library,South Carolina Conferederate Relic Room and Military Museum,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.09090909090909091,0.0,1.0,0.0,1.0,1.0,1.0,22
The Portal to Texas History,Reber Memorial Library,1.0,1.0,1.0,0.34134615384615385,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,416
Biodiversity Heritage Library,Boston College Libraries (archive.org),1.0,0.2,0.3263157894736842,0.9368421052631579,1.0,0.42105263157894735,1.0,1.0,0.9263157894736842,0.010526315789473684,0.3473684210526316,0.9894736842105263,1.0,0.0,1.0,0.0,0.25263157894736843,1.0,1.0,95
Biodiversity Heritage Library,Queen Victoria Museum & Art Gallery,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5
Biodiversity Heritage Library,Yale University Library,1.0,0.07407407407407407,0.037037037037037035,0.9259259259259259,1.0,0.37037037037037035,1.0,1.0,1.0,0.0,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.1111111111111111,1.0,1.0,27
California Digital Library,San Bernardino Public Library,1.0,1.0,1.0,0.9975124378109452,0.4975124378109453,0.5,1.0,1.0,0.4975124378109453,0.0,0.6019900497512438,1.0,0.9975124378109452,0.0,1.0,0.0,0.0,1.0,1.0,402
Digital Commonwealth,Boston College,1.0,1.0,0.7873817034700316,0.7912933753943218,0.03470031545741325,0.48593059936908517,0.9997476340694006,0.5770347003154574,0.3886435331230284,0.1020820189274448,0.5482649842271293,0.7721135646687697,0.9912933753943217,1.0,0.9900315457413249,0.0,1.0,1.0,0.9992429022082019,7925
Digital Commonwealth,Cambridge Public Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,168
Digital Commonwealth,Hanson Public Library,1.0,1.0,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,7
Digital Commonwealth,"Jones Library, Amherst",1.0,1.0,1.0,0.8305647840531561,0.979235880398671,0.0024916943521594683,1.0,0.7491694352159468,0.7857142857142857,0.0,0.915282392026578,0.9858803986710963,0.770764119601329,0.0,1.0,0.0,1.0,1.0,0.9775747508305648,1204
Digital Commonwealth,Joshua Hyde Public Library,1.0,1.0,1.0,0.5476190476190477,0.0,0.0,1.0,1.0,0.7857142857142857,0.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.0,1.0,1.0,1.0,42
Digital Library of Georgia,Savannah (Ga.). Research Library and Municipal Archives,1.0,1.0,1.0,0.45216606498194944,0.0,0.0,1.0,0.0,0.07851985559566788,0.0,1.0,1.0,1.0,0.0,0.10379061371841156,0.0,0.0,1.0,1.0,1108
Digital Library of Georgia,University of Central Florida. Library,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.7272727272727273,0.0,0.0,0.9090909090909091,0.0,0.0,0.8181818181818182,0.0,1.0,1.0,1.0,11
Digital Library of Tennessee,"Archives of American Art, Smithsonian Institution",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,2
Empire State Digital Network,New York State Military Museum,1.0,1.0,0.9879636452959961,0.860394661426349,0.8328011135675101,0.0,1.0,1.0,1.0,0.0,0.6563497912060918,0.9999181200360272,0.8658806190125277,0.21354294604110374,0.9997543601080816,0.10971915172357324,0.0,1.0,1.0,12213
Indiana Memory,Arts Council of Indianapolis,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,14
Indiana Memory,"Indiana Department of Natural Resources, Division of Historic Preservation and Archaeology",1.0,1.0,0.9989499474973749,0.35176758837941896,1.0,0.0,1.0,0.0,0.9992999649982499,0.0,0.0,0.9998249912495625,0.8493174658732937,0.0,1.0,0.0,0.0,1.0,1.0,5714
Indiana Memory,The James Whitcomb Riley Museum Home,1.0,1.0,0.7352941176470589,0.7647058823529411,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.6176470588235294,0.0,1.0,0.0,0.0,1.0,1.0,34
Minnesota Digital Library,Salem Covenant Church,1.0,1.0,1.0,0.36082474226804123,0.0,0.10309278350515463,1.0,0.0,0.44329896907216493,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,97
National Archives and Records Administration,National Archives at College Park - Textual ReferenceNational Archives at College Park - Textual Reference,1.0,1.0,0.4444444444444444,1.0,0.0,0.48148148148148145,1.0,1.0,0.0,0.0,0.0,0.07407407407407407,0.5925925925925926,0.48148148148148145,1.0,0.0,1.0,1.0,0.9259259259259259,27
North Carolina Digital Heritage Center,Edgecombe County Memorial Library,1.0,1.0,1.0,0.9385171790235082,0.0054249547920434,1.0,0.9981916817359855,1.0,0.9222423146473779,0.0,0.9204339963833634,0.8987341772151899,0.3309222423146474,0.0,1.0,0.13200723327305605,0.0,1.0,1.0,553
PA Digital,Crawford County Federated Library System,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3
Recollection Wisconsin,Mount Mary College,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,66
Recollection Wisconsin,Shawano City County Library,1.0,1.0,1.0,0.11666666666666667,1.0,0.03333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,60
Smithsonian Institution,National Air and Space Museum Archives,1.0,1.0,1.0,0.9959383586190419,0.0,0.0,1.0,0.0,0.0,0.8673993549157807,0.12841954366264485,0.9844701947198662,0.8673993549157807,0.0,0.0022697407717118625,0.0,0.0,1.0,1.0,8371
South Carolina Digital Library,"The University of South Carolina Lancaster, Native American Studies Center",1.0,0.0,1.0,0.6904761904761905,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9523809523809523,0.0,1.0,0.0,1.0,1.0,1.0,42
The Portal to Texas History,Cattle Raisers Museum,1.0,1.0,1.0,0.17920835145715527,0.008699434536755112,0.0039147455415398,1.0,1.0,0.10134841235319704,0.0,0.7894736842105263,1.0,0.14267072640278383,0.0,1.0,0.0,0.0,1.0,1.0,2299
Biodiversity Heritage Library,Brooklyn Botanic Garden,1.0,0.0,0.9512195121951219,0.4024390243902439,0.6219512195121951,0.6463414634146342,1.0,1.0,1.0,0.0,0.04878048780487805,0.6463414634146342,0.6219512195121951,0.0,1.0,0.0,0.5975609756097561,1.0,1.0,82
Biodiversity Heritage Library,Naturalis Biodiversity Center,1.0,0.0871559633027523,0.5443425076452599,0.8990825688073395,0.9938837920489296,0.6972477064220184,1.0,1.0,0.9801223241590215,0.010703363914373088,0.11009174311926606,0.4036697247706422,0.9938837920489296,0.0,1.0,0.0,0.24617737003058104,1.0,1.0,654
Biodiversity Heritage Library,Robert Dale Kloppenburg,1.0,0.0,0.84,0.16,1.0,0.84,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25
Biodiversity Heritage Library,University of Illinois at Chicago (archive.org),1.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3
Biodiversity Heritage Library,"University of Maryland, College Park (archive.org)",1.0,0.64,0.64,0.84,0.88,0.56,1.0,1.0,1.0,0.0,0.72,0.92,1.0,0.0,1.0,0.0,0.68,1.0,1.0,25
